what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310333162
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310336417
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310342815
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310345483
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310348757
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310353132
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310397857
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310402342
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310475469
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1298310478349
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310481324
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310483666
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310489355
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310492216
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1298310494346
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310514570
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310515486
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310517017
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310517760
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1298310518823
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298310536204
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1298310546114
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1298310549538
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1298310550180
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310552275
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310554214
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298310561557
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1298310569057
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310570168
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310571675
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1298310587834
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298310592474
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298310592605
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310596528
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310611426
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310628382
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310630084
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1298310630250
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310633079
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310675510
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310699845
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310701023
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1298310702980
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310743683
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310881558
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310886405
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310897519
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310938485
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310942456
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310961476
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310987261
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1298310990340
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1298310991723
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298310996919
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311022525
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1298311045323
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311058240
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311089707
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311090692
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311127784
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311137523
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311159850
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1298311183060
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311183622
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311212797
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311227020
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311310531
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311412501
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311955461
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1298311975164
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298311977005
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298311977006
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.close",1298311977053
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311980685
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311982051
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311982721
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311983111
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311984244
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311988997
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311990432
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311990967
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298311991866
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298312022017
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298312026120
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298313597103
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298313598395
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298313601076
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298313658657
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298313663507
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298313688698
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298315093038
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298315627993
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298315680295
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1298315805558
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298315974699
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298315977741
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298315984128
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1298315985689
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1298315992302
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1298315994903
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298316000071
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1298316001054
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298316004540
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298316008893
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298316016655
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298316018802
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1298316023062
error,log,,,"Unhandled event loop exception",1298316026812
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298316054372
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1298316068828
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1298316069483
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1298316072383
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298316074945
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298316076423
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298316077443
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298316189166
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298316190445
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298316190984
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298316191674
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298316193825
error,log,,,"Unhandled event loop exception",1298316199044
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1298316221964
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298316224629
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298316233749
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298316277641
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298316283675
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298316302074
