what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298298514197
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298298518239
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298298525251
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298298528620
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298298531720
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298298535408
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298298705448
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298298709326
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298298714338
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298298716388
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298298746039
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298298747306
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298298750473
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298298753872
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298298758345
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298298761212
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298298765277
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298298765874
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298298767213
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298298768760
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298298770455
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1298298775511
