what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298319784314
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1298319789952
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1298319790351
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1298319790820
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1298319796653
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1298319810993
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298320230168
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298322078246
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298323176793
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298323179016
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298323447899
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298323468210
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298323468389
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298334912170
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298334914137
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298334939683
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298334940118
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298335533156
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298335553107
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298335557722
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298335559834
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298335563700
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298335570920
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298335572690
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298335572691
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.close",1298335572706
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1298335583998
