what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1298239035490
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239244537
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239244737
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239251195
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239253355
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239259819
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239275845
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239280550
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239286253
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239291910
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239296147
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1298239300916
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1298239301675
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1298239301957
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239306502
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239307696
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239308221
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239311478
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239312296
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239313718
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239321094
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239325542
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1298239336684
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1298239337217
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1298239337852
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239338463
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239339454
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239340042
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239343027
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239343832
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239344277
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239347036
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239350193
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239350942
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239351504
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239351998
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239352635
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239353647
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239354976
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239362272
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1298239369330
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1298239369840
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1298239370272
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239370748
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239377235
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239382339
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239382886
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239384880
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239388722
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239389732
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239390963
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239394681
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239397845
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239400242
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239405461
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1298239416345
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1298239416967
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1298239417552
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239418003
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239419637
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239425712
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239428968
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239429280
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239432410
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239433056
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239433533
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239434207
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239434852
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239435985
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239436841
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239440681
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239449367
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1298239460395
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1298239461310
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1298239461431
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239462276
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239469376
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239476384
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239478984
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239479449
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1298239485719
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239485779
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239531931
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239537704
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239538984
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1298239543340
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239544290
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239544832
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1298239545420
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1298239545677
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239546401
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239547512
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239550759
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239553745
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239555023
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239555526
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239557751
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239558505
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239559678
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239562211
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239563150
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239563414
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239567984
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239568898
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239570070
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239578905
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239579877
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239580205
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239582330
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239583189
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239583462
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239585708
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239586614
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239587045
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239590825
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239591567
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239592260
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239593261
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239593789
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239596675
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239598102
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239598412
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239600890
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239601773
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239602272
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239602589
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239603131
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239604251
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239605204
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239608860
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239609985
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239610528
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239613522
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239614787
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239615052
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239617525
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239618397
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1298239618644
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1298239621595
